Epoch,Train Loss,Train Acc,Val Loss,Val Acc
1,2.0605920212609425,0.40028220415115356,1.9751110076904297,0.385159969329834
2,1.8527978147779192,0.475527286529541,2.0705482959747314,0.4115440100431442
3,1.6772111994879586,0.5809027126857212,1.9635067582130432,0.4588186740875244
4,1.537241084235055,0.6467538135392326,2.135878801345825,0.46211354434490204
5,1.4428730521883284,0.6777661187308175,1.5898609161376953,0.614271342754364
6,1.3769828932625907,0.7063623411314828,1.7716022729873657,0.5849797129631042
7,1.3460826192583357,0.7179714611598423,1.4869871139526367,0.6828991770744324
8,1.2583232947758265,0.7528298497200012,1.2738226056098938,0.7561993598937988
9,1.1989188534872872,0.7750153115817479,1.2322219610214233,0.7657848298549652
10,1.1212036098752702,0.8066736459732056,1.2261418104171753,0.7796966433525085
11,1.1190142801829748,0.8112843632698059,1.3331822752952576,0.7382629811763763
12,1.088821870940072,0.8160738519259861,1.5382624864578247,0.6773425936698914
13,1.0785191399710519,0.8157600505011422,1.0746279656887054,0.8205085694789886
14,0.9835920419011798,0.8400107622146606,1.0404846370220184,0.8140659332275391
15,0.9571286014148167,0.8436130370412555,1.0760490596294403,0.7924096584320068
16,0.9133185063089643,0.8522517170224871,1.0192440748214722,0.8136133551597595
17,0.8660867980548314,0.8633561645235334,0.9384049773216248,0.8355014324188232
18,0.9200236371585301,0.8424662692206246,0.8655179142951965,0.8589980006217957
19,0.8180640935897827,0.8658234051295689,0.9153176546096802,0.8314557075500488
20,0.805833271571568,0.863429708140237,0.8607762157917023,0.8384412229061127
21,0.741432419845036,0.8758947508675712,0.8820823431015015,0.8457154631614685
22,0.7504655378205436,0.8714233807155064,0.8301904201507568,0.8500434756278992
23,0.7002214533942086,0.8796296800885882,0.8048425018787384,0.8505956530570984
24,0.691086505140577,0.8792364937918526,0.7167329490184784,0.873471736907959
25,0.7007933173860822,0.8729297092982701,0.788073718547821,0.854304313659668
26,0.6685352666037423,0.8790431022644043,0.7552003860473633,0.8560596406459808
27,0.6992877977234977,0.8730268052646092,0.6938367486000061,0.8710651397705078
28,0.6395097374916077,0.884471961430141,0.7083907127380371,0.8609256744384766
29,0.604488560131618,0.8883414949689593,0.7736959457397461,0.853261798620224
30,0.6133656757218497,0.8862696630614144,0.6485225558280945,0.8808008134365082
31,0.6023483616965157,0.8893914903913226,0.7055220901966095,0.86702960729599
32,0.5722900373595101,0.8927890232631138,0.6587525308132172,0.8740329146385193
33,0.6050486309187753,0.8801305208887372,0.6946431696414948,0.8708450198173523
34,0.585536709853581,0.8876645479883466,0.6934200525283813,0.8594816625118256
35,0.5767638683319092,0.8877004725592477,0.7640750110149384,0.8520581126213074
36,0.5238685522760663,0.8995940855571202,0.7323311269283295,0.84867924451828
37,0.5639245595250811,0.8892694200788226,0.668817400932312,0.8637740612030029
38,0.540479804788317,0.8952603595597404,0.6691516637802124,0.8706879615783691
39,0.5195894496781486,0.8967347145080566,0.6296858489513397,0.8799828886985779
40,0.5601399200303214,0.8853245462690081,0.7582427859306335,0.8469735085964203
41,0.5317958678518023,0.8919277446610587,0.7487707734107971,0.8468970656394958
42,0.5386202377932412,0.8906705294336591,0.7263209074735641,0.8596825003623962
43,0.5019224243504661,0.8986257825578962,0.6440694332122803,0.8652018904685974
44,0.49190114225660053,0.9007619449070522,0.6187484115362167,0.8695083558559418
45,0.46231076547077726,0.9064651046480451,0.6801005899906158,0.8595348298549652
46,0.4823469434465681,0.9029284204755511,0.6223873049020767,0.8669354915618896
47,0.44264303360666546,0.9101148843765259,0.5912806987762451,0.8780412077903748
48,0.4488056344645364,0.908606937953404,0.648264929652214,0.8690103888511658
49,0.4142793118953705,0.9161544527326312,0.5427833795547485,0.8890160024166107
50,0.4173374559198107,0.9152441705976214,0.5678406655788422,0.8830600678920746
