Epoch,Train Loss,Train Acc,Val Loss,Val Acc
1,0.9909268617630005,0.453702449798584,1.097974181175232,0.08886337280273438
2,0.8431837558746338,0.6432247388930549,1.0747624039649963,0.2507456143697103
3,0.7618611965860639,0.73625423794701,0.970646470785141,0.5194342931111653
4,0.6839694636208671,0.8163204874311175,0.8113580942153931,0.7494232654571533
5,0.6306573237691607,0.8525064105079287,0.707142174243927,0.8261841138203938
6,0.6056552699634007,0.8643703006562733,0.63211590051651,0.8685486316680908
7,0.5773557935442243,0.8790734154837472,0.6009989380836487,0.8721232414245605
8,0.5623967562402997,0.8842996869768415,0.582525908946991,0.888312816619873
9,0.5443551199776786,0.8935292561848958,0.5658223032951355,0.8863443533579509
10,0.5460549592971802,0.8883357502165294,0.5478011667728424,0.8791905244191487
11,0.5169978822980609,0.9011813572474888,0.5205720365047455,0.8995757897694905
12,0.5356833636760712,0.8879069146655855,0.5181367993354797,0.9008643627166748
13,0.49038990906306673,0.9167102177937825,0.5227694511413574,0.8982626597086589
14,0.47738797324044363,0.9162696883791969,0.5091576725244522,0.8996516068776448
15,0.48171926396233694,0.9104066349211193,0.49940796196460724,0.9057369232177734
16,0.4606886974402836,0.9209740275428409,0.49346373975276947,0.9079689184824626
17,0.47585627010890413,0.91390898114159,0.49443942308425903,0.9106419086456299
18,0.4606941853250776,0.9225141888573056,0.488437294960022,0.9112530549367268
19,0.44753508482660564,0.9235548973083496,0.4812638461589813,0.9079538981119792
20,0.4402809270790645,0.9275571959359306,0.48148731887340546,0.9026137193044026
21,0.4458722344466618,0.9221357845124745,0.46098102629184723,0.9120906988779705
22,0.4196219486849649,0.9335544222877139,0.457077756524086,0.916157881418864
23,0.4213483844484602,0.9279516992114839,0.47167594730854034,0.9091739654541016
24,0.41609859466552734,0.9285956337338402,0.44919106364250183,0.9182454744974773
25,0.4084916412830353,0.9287121182396298,0.4496699124574661,0.9118905862172444
26,0.4139078046594347,0.9286204519725981,0.4424810856580734,0.914037545522054
27,0.40145325660705566,0.9305824325198219,0.4350406229496002,0.9142405986785889
28,0.3896708445889609,0.9362783432006836,0.4307553768157959,0.915347655614217
29,0.38866056288991657,0.9344967206319172,0.4293176680803299,0.9148369630177815
30,0.37915492057800293,0.9387118475777763,0.4234793037176132,0.9166884422302246
31,0.3726373825754438,0.9404272351946149,0.4210636168718338,0.9143601258595784
32,0.3974805346557072,0.9291396595182873,0.41690900921821594,0.9158413410186768
33,0.3716735371521541,0.9395840281531924,0.4226676821708679,0.904754638671875
34,0.3699910044670105,0.9329995881943475,0.4028290659189224,0.9214584827423096
35,0.35449385217257906,0.9407049814860027,0.3962352126836777,0.9256772200266521
36,0.3609836144106729,0.9375206629435222,0.39513152837753296,0.9217046896616619
37,0.35346936328070505,0.9374249776204426,0.3918860852718353,0.9224259058634441
38,0.34454260979379925,0.9417375837053571,0.38797470927238464,0.9178409576416016
39,0.3343983973775591,0.946203209104992,0.3802945911884308,0.9245586395263672
40,0.3454574814864567,0.9401248977297828,0.38425908982753754,0.9217105706532795
41,0.33787764821733746,0.9408040954953149,0.37955932319164276,0.9191122055053711
42,0.3311143560068948,0.9450474012465705,0.38479527831077576,0.9125298659006755
43,0.33364548427718027,0.9403166089739118,0.37891048192977905,0.9186871846516926
44,0.3252885511943272,0.9419488906860352,0.37230445444583893,0.9189132849375408
45,0.3299213818141392,0.9430729775201706,0.3677606135606766,0.917184591293335
46,0.31027878182274954,0.9483992031642369,0.3690336048603058,0.9178706010182698
47,0.31042530706950594,0.946107410249256,0.36727404594421387,0.9168033599853516
48,0.31578741329056875,0.942573797135126,0.36548204720020294,0.9149343967437744
49,0.3236800900527409,0.9348082088288807,0.39384065568447113,0.9005927244822185
50,0.31796192697116304,0.9387306031726655,0.3822736293077469,0.9068642457326253
